
id_venta;id_prod;id_cliente ;id_territorio;cod_pago ;id_vendedor ;fecha_venta;fecha_entrega;fecha_pago ;valor_unidad;cantidad ;costos _directos ;costos_indirectos 
923;55;241;16;104;94;23 05 2018;28 05 2018;12 06 2018;22;81;891;356,4
924;72;97;14;103;54;28 02 2018;12 03 2018;7 04 2018;508;20;5080;2032
925;5;83;1;105;33;2 04 2018;8 04 2018;11 04 2018;768;119;36556,8;14622,72
926;82;149;17;104;64;9 05 2018;21 05 2018;6 06 2018;731;34;12427;6213,5
927;34;87;7;105;17;13 05 2019;15 05 2019;18 05 2019;669;2;535,2;214,08
928;36;76;13;103;87;21 12 2018;8 01 2019;22 01 2019;606;102;24724,8;12362,4
929;90;131;14;101;31;28 09 2019;4 10 2019;17 10 2019;481;103;24771,5;12385,75
930;2;105;14;105;11;31 08 2018;3 09 2018;3 09 2018;443;40;7088;2835,2
931;50;194;16;102;60;20 03 2018;7 04 2018;25 04 2018;259;27;3496,5;1748,25
932;77;227;9;106;32;8 01 2019;9 01 2019;25 01 2019;743;2;594,4;356,64
933;43;119;11;106;69;22 08 2018;5 09 2018;29 09 2018;278;10;1112;444,8
934;31;93;20;104;21;7 08 2019;27 08 2019;4 09 2019;442;83;14674,4;8804,64
935;77;293;6;104;68;3 03 2018;2 04 2018;27 04 2018;184;72;6624;3312
936;90;237;10;101;12;1 03 2019;12 03 2019;15 03 2019;466;67;12488,8;7493,28
937;54;21;11;102;4;14 03 2018;28 03 2018;5 04 2018;843;62;20906,4;12543,84
938;58;153;15;101;103;26 11 2019;9 12 2019;31 12 2019;158;112;8848;5308,8
939;26;76;11;102;63;22 09 2019;27 09 2019;16 10 2019;545;67;14606;7303
940;12;71;6;102;47;7 11 2018;11 11 2018;10 12 2018;524;115;24104;9641,6
941;36;66;6;104;6;1 05 2018;13 05 2018;19 05 2018;365;49;7154;4292,4
942;83;283;18;102;77;9 05 2019;2 06 2019;28 06 2019;286;11;1258,4;503,36
943;81;230;11;105;41;27 06 2018;23 07 2018;13 08 2018;942;107;50397;20158,8
944;29;241;15;105;36;6 12 2018;17 12 2018;13 01 2019;105;66;2772;1108,8
945;19;31;4;102;57;24 12 2018;17 01 2019;12 02 2019;491;29;7119,5;4271,7
946;53;284;9;102;45;26 10 2018;23 11 2018;18 12 2018;593;78;23127;9250,8
947;78;35;17;101;79;31 08 2019;27 09 2019;11 10 2019;872;85;29648;14824
948;46;67;12;105;69;2 08 2019;20 08 2019;2 09 2019;715;107;38252,5;22951,5
949;26;46;20;101;78;14 10 2019;31 10 2019;20 11 2019;574;109;25026,4;10010,56
950;26;317;1;101;72;31 10 2018;14 11 2018;23 11 2018;770;16;6160;3696
951;70;184;12;102;81;29 12 2019;12 01 2020;20 01 2020;487;1;243,5;121,75
952;50;334;18;102;52;5 04 2018;3 05 2018;16 05 2018;345;88;15180;9108
953;17;248;2;105;93;4 05 2019;23 05 2019;19 06 2019;491;105;20622;8248,8
954;27;172;13;103;69;27 07 2019;29 07 2019;18 08 2019;606;110;26664;10665,6
955;34;189;2;102;105;5 06 2018;12 06 2018;4 07 2018;425;72;12240;4896
956;32;101;15;101;87;20 02 2018;21 02 2018;3 03 2018;587;61;14322,8;5729,12
957;14;38;18;101;53;18 02 2019;21 02 2019;23 03 2019;83;46;1909;763,6
958;41;166;9;104;40;15 10 2019;9 11 2019;7 12 2019;504;14;3528;1764
959;33;106;6;103;98;10 04 2018;4 05 2018;21 05 2018;452;96;17356,8;6942,72
960;18;111;3;104;9;1 09 2019;8 09 2019;24 09 2019;160;110;7040;4224
961;45;143;15;106;83;15 04 2019;9 05 2019;11 05 2019;740;47;13912;6956
962;52;169;14;101;36;25 10 2019;7 11 2019;9 11 2019;219;90;7884;3942
963;24;303;5;101;3;6 05 2018;23 05 2018;27 05 2018;439;101;22169,5;8867,8
964;26;30;8;105;28;14 09 2018;24 09 2018;11 10 2018;724;113;32724,8;16362,4
965;3;176;1;101;81;16 04 2018;26 04 2018;1 05 2018;821;56;22988;11494
966;3;177;8;106;105;23 02 2018;19 03 2018;28 03 2018;698;15;4188;2512,8
967;35;77;7;101;58;16 03 2019;5 04 2019;8 04 2019;517;31;8013,5;3205,4
968;3;336;9;101;41;8 04 2019;1 05 2019;4 05 2019;789;22;6943,2;4165,92
969;69;232;18;101;14;17 03 2019;8 04 2019;7 05 2019;909;116;42177,6;21088,8
970;50;316;9;102;94;7 10 2018;2 11 2018;29 11 2018;592;66;15628,8;7814,4
971;8;171;9;106;37;10 01 2019;20 01 2019;29 01 2019;300;81;12150;4860
972;35;257;9;101;38;10 06 2019;19 06 2019;3 07 2019;141;105;5922;2961
973;65;19;18;105;43;27 03 2018;9 04 2018;23 04 2018;565;37;8362;3344,8
974;68;165;6;103;15;23 09 2018;28 09 2018;14 10 2018;945;119;56227,5;22491
975;56;13;15;103;17;9 03 2019;5 04 2019;16 04 2019;859;7;2405,2;962,08
976;68;1;2;104;82;13 04 2018;26 04 2018;10 05 2018;374;63;11781;5890,5
977;40;104;18;102;81;25 08 2019;3 09 2019;4 09 2019;892;6;2140,8;1284,48
978;67;24;14;103;58;6 11 2018;4 12 2018;10 12 2018;564;83;18724,8;7489,92
979;87;3;15;104;89;25 11 2019;9 12 2019;20 12 2019;127;5;254;127
980;90;153;5;103;101;16 05 2018;25 05 2018;6 06 2018;698;5;1396;558,4
981;15;69;17;103;26;19 10 2018;15 11 2018;20 11 2018;258;118;12177,6;4871,04
982;15;218;16;106;63;4 12 2019;31 12 2019;15 01 2020;163;12;978;586,8
983;49;299;15;104;81;7 02 2018;5 03 2018;21 03 2018;306;32;3916,8;2350,08
984;28;47;19;102;45;15 12 2018;25 12 2018;17 01 2019;938;13;6097;3658,2
985;39;26;15;101;86;9 12 2018;10 12 2018;7 01 2019;492;31;6100,8;3050,4
986;47;181;17;106;65;23 09 2019;23 09 2019;28 09 2019;217;18;1562,4;781,2
987;74;208;15;101;16;22 12 2019;31 12 2019;7 01 2020;886;2;886;531,6
988;32;151;6;103;99;4 05 2019;2 06 2019;7 06 2019;944;118;55696;27848
989;94;103;2;102;9;8 10 2019;5 11 2019;29 11 2019;906;55;24915;9966
990;29;128;17;105;77;10 01 2019;29 01 2019;28 02 2019;759;105;39847,5;19923,75
991;49;156;19;104;3;6 05 2019;24 05 2019;15 06 2019;968;12;4646,4;1858,56
992;4;183;18;106;29;6 03 2018;10 03 2018;16 03 2018;733;66;24189;9675,6
993;46;239;4;103;17;4 08 2018;10 08 2018;21 08 2018;98;7;274,4;164,64
994;46;323;15;103;74;2 07 2018;10 07 2018;27 07 2018;160;36;2304;921,6
995;76;161;20;104;24;10 08 2019;16 08 2019;21 08 2019;865;12;5190;2076
996;12;329;5;101;65;12 01 2019;31 01 2019;16 02 2019;614;59;14490,4;7245,2
997;76;207;11;102;70;13 08 2019;17 08 2019;5 09 2019;948;74;35076;21045,6
998;29;140;16;102;50;27 02 2018;11 03 2018;21 03 2018;18;55;396;158,4
999;44;314;14;101;6;27 06 2018;21 07 2018;5 08 2018;354;5;708;424,8
1000;12;211;20;101;60;2 04 2019;16 04 2019;7 05 2019;485;33;6402;3201
1001;33;223;4;104;43;9 09 2018;19 09 2018;8 10 2018;729;111;32367,6;19420,56
1002;5;240;3;101;57;27 01 2018;24 02 2018;7 03 2018;41;55;902;360,8
1003;5;33;13;106;89;17 01 2019;13 02 2019;10 03 2019;489;19;3716,4;1486,56
1004;25;2;5;104;105;3 09 2018;9 09 2018;5 10 2018;307;57;6999,6;4199,76
1005;70;330;6;103;41;1 04 2018;22 04 2018;26 04 2018;550;31;6820;4092
1006;18;83;13;105;71;10 03 2018;4 04 2018;16 04 2018;599;35;10482,5;4193
1007;67;312;3;106;36;16 06 2019;13 07 2019;1 08 2019;959;60;23016;9206,4
1008;86;136;12;101;92;20 07 2019;3 08 2019;18 08 2019;321;56;8988;3595,2
1009;59;285;8;101;55;14 07 2018;29 07 2018;8 08 2018;827;12;3969,6;1587,84
1010;15;254;6;101;29;23 07 2018;15 08 2018;19 08 2018;146;28;2044;817,6
1011;4;197;15;103;60;18 10 2019;16 11 2019;23 11 2019;135;95;5130;3078
1012;42;65;8;101;5;16 03 2018;27 03 2018;4 04 2018;182;85;6188;2475,2
1013;53;171;10;101;90;19 07 2019;29 07 2019;21 08 2019;465;87;20227,5;8091
1014;71;144;7;104;59;13 08 2018;30 08 2018;9 09 2018;800;56;17920;8960
1015;44;199;13;102;101;28 11 2018;2 12 2018;15 12 2018;833;106;44149;17659,6
1016;87;7;19;103;36;6 01 2019;21 01 2019;6 02 2019;693;40;11088;5544
1017;2;7;19;103;36;25 10 2019;13 11 2019;13 12 2019;817;106;43301;21650,5
1018;71;135;5;104;88;21 10 2018;24 10 2018;30 10 2018;153;29;1774,8;1064,88
1019;4;321;15;102;42;17 12 2018;14 01 2019;26 01 2019;953;13;4955,6;1982,24
1020;59;51;3;105;98;14 03 2019;22 03 2019;13 04 2019;177;19;1345,2;538,08
1021;54;302;1;106;35;7 06 2018;10 06 2018;8 07 2018;892;80;28544;17126,4
1022;43;233;5;106;86;17 05 2019;5 06 2019;26 06 2019;635;115;36512,5;21907,5
1023;41;125;5;104;91;23 05 2018;22 06 2018;27 06 2018;999;43;21478,5;12887,1
1024;16;20;18;102;62;7 05 2018;17 05 2018;26 05 2018;317;47;7449,5;2979,8
1025;82;116;15;105;44;16 11 2018;29 11 2018;5 12 2018;200;28;2800;1120
1026;56;157;8;102;66;25 07 2018;18 08 2018;10 09 2018;509;3;763,5;305,4
1027;76;160;16;102;53;10 08 2019;3 09 2019;5 09 2019;749;116;43442;17376,8
1028;32;83;11;105;65;18 04 2019;19 04 2019;9 05 2019;437;32;5593,6;2237,44
1029;90;76;9;106;44;13 06 2019;29 06 2019;30 06 2019;250;14;1750;875
1030;5;182;9;103;98;1 05 2019;10 05 2019;24 05 2019;347;91;12630,8;7578,48
1031;43;234;15;103;33;10 05 2019;27 05 2019;3 06 2019;945;102;48195;24097,5
1032;22;188;12;104;20;9 04 2019;26 04 2019;19 05 2019;574;58;13316,8;5326,72
1033;6;262;15;104;10;12 10 2018;6 11 2018;30 11 2018;736;90;26496;13248
1034;90;177;2;106;60;6 12 2019;6 12 2019;28 12 2019;829;103;34154,8;13661,92
1035;53;114;6;102;79;17 09 2018;30 09 2018;22 10 2018;145;22;1276;765,6
1036;62;50;17;105;93;11 08 2019;14 08 2019;31 08 2019;830;59;24485;14691
1037;29;91;11;105;38;22 12 2019;23 12 2019;10 01 2020;399;88;17556;10533,6
1038;75;219;8;101;5;30 08 2018;8 09 2018;20 09 2018;495;101;24997,5;12498,75
1039;1;140;4;103;31;21 03 2018;10 04 2018;14 04 2018;941;108;50814;25407
1040;41;129;9;105;41;18 11 2019;6 12 2019;16 12 2019;609;75;22837,5;11418,75
1041;74;33;9;103;51;9 11 2019;8 12 2019;12 12 2019;65;25;812,5;325
1042;34;40;2;103;6;3 05 2018;25 05 2018;12 06 2018;821;35;14367,5;7183,75
1043;32;290;6;102;27;26 01 2018;16 02 2018;3 03 2018;488;106;20691,2;12414,72
1044;43;210;10;106;35;18 02 2019;8 03 2019;13 03 2019;394;116;22852;11426
1045;95;258;7;101;8;23 09 2019;28 09 2019;16 10 2019;643;73;23469,5;9387,8
1046;94;241;9;104;17;26 02 2018;26 03 2018;16 04 2018;728;113;32905,6;13162,24
1047;61;258;6;105;20;29 01 2018;23 02 2018;24 03 2018;521;60;15630;6252
1048;89;34;9;101;78;2 12 2019;25 12 2019;31 12 2019;488;110;21472;10736
1049;82;124;11;105;3;27 02 2018;1 03 2018;14 03 2018;188;43;4042;2425,2
1050;41;322;8;102;88;2 06 2019;4 06 2019;22 06 2019;815;108;35208;14083,2
1051;12;159;18;106;32;10 12 2018;7 01 2019;19 01 2019;484;6;1161,6;696,96
1052;35;287;5;103;8;26 06 2018;26 07 2018;22 08 2018;993;100;39720;15888
1053;88;63;1;101;75;18 01 2019;17 02 2019;1 03 2019;539;104;28028;16816,8
1054;56;233;7;103;95;12 12 2019;6 01 2020;17 01 2020;476;81;15422,4;9253,44
1055;46;181;14;103;24;4 11 2018;21 11 2018;27 11 2018;610;95;23180;9272
1056;60;190;7;104;58;10 11 2019;9 12 2019;5 01 2020;476;41;7806,4;3122,56
1057;91;135;8;104;30;1 01 2019;3 01 2019;29 01 2019;625;113;28250;11300
1058;61;327;19;101;85;22 09 2019;30 09 2019;30 09 2019;633;52;16458;8229
1059;90;255;10;102;33;28 02 2019;12 03 2019;29 03 2019;783;15;4698;1879,2
1060;44;231;3;101;36;23 11 2018;3 12 2018;4 12 2018;311;97;12066,8;7240,08
1061;65;234;6;102;60;13 06 2018;13 06 2018;27 06 2018;304;44;6688;2675,2
1062;23;73;3;101;31;31 12 2018;2 01 2019;31 01 2019;373;47;8765,5;5259,3
1063;95;247;13;106;67;22 03 2019;1 04 2019;7 04 2019;508;9;1828,8;731,52
1064;17;110;9;102;27;1 01 2018;26 01 2018;9 02 2018;548;17;3726,4;1490,56
1065;26;190;5;104;6;29 08 2019;19 09 2019;17 10 2019;596;96;28608;17164,8
1066;63;75;18;105;10;29 05 2018;7 06 2018;22 06 2018;130;52;2704;1081,6
1067;9;159;2;101;80;1 11 2019;24 11 2019;17 12 2019;708;115;40710;16284
1068;96;106;7;106;59;1 04 2018;23 04 2018;24 04 2018;524;83;17396,8;6958,72
1069;52;232;8;103;96;27 02 2018;24 03 2018;10 04 2018;986;37;18241;10944,6
1070;12;259;8;102;1;4 07 2018;30 07 2018;9 08 2018;473;28;6622;2648,8
1071;53;291;11;101;49;21 02 2018;22 03 2018;20 04 2018;475;107;20330;10165
1072;67;91;18;104;68;25 05 2018;10 06 2018;9 07 2018;173;35;2422;968,8
1073;69;228;8;103;88;2 02 2018;5 02 2018;21 02 2018;744;78;29016;14508
1074;16;108;14;102;45;15 02 2018;2 03 2018;15 03 2018;163;102;8313;3325,2
1075;13;228;3;106;89;29 09 2018;25 10 2018;14 11 2018;918;93;42687;25612,2
1076;20;86;13;106;93;25 07 2019;24 08 2019;4 09 2019;77;27;831,6;498,96
1077;26;210;12;105;84;27 07 2019;22 08 2019;11 09 2019;40;73;1168;584
1078;4;261;15;101;43;25 01 2018;15 02 2018;16 03 2018;553;34;7520,8;3008,32
1079;88;313;11;102;71;15 03 2018;8 04 2018;28 04 2018;883;50;17660;10596
1080;40;30;20;102;40;17 06 2019;13 07 2019;20 07 2019;225;40;3600;1440
1081;34;201;12;106;79;13 12 2018;5 01 2019;8 01 2019;119;29;1380,4;690,2
1082;60;282;5;104;40;11 05 2019;12 05 2019;17 05 2019;377;40;6032;3619,2
1083;21;245;14;106;38;20 11 2019;7 12 2019;31 12 2019;620;21;5208;2083,2
1084;24;111;13;102;16;12 02 2019;21 02 2019;22 03 2019;730;18;6570;3942
1085;3;37;13;104;82;15 02 2018;21 02 2018;23 03 2018;116;5;290;145
1086;68;140;18;106;12;12 12 2019;11 01 2020;30 01 2020;194;85;6596;2638,4
1087;25;55;17;101;1;1 03 2018;13 03 2018;1 04 2018;978;75;29340;14670
1088;48;329;15;101;77;18 12 2018;4 01 2019;27 01 2019;861;50;21525;10762,5
1089;36;31;8;106;91;27 03 2019;30 03 2019;14 04 2019;276;103;11371,2;4548,48
1090;27;312;1;101;24;15 11 2018;26 11 2018;9 12 2018;194;108;10476;6285,6
1091;75;165;12;103;102;17 04 2019;7 05 2019;24 05 2019;302;79;11929;5964,5
1092;12;267;6;103;51;2 01 2019;2 01 2019;3 01 2019;467;52;12142;6071
1093;3;230;2;106;97;7 09 2018;27 09 2018;19 10 2018;854;64;21862,4;10931,2
1094;47;286;9;103;57;26 10 2019;15 11 2019;27 11 2019;541;5;1082;649,2
1095;20;53;10;103;21;28 06 2019;29 06 2019;19 07 2019;13;114;592,8;296,4
1096;16;44;20;102;52;8 03 2019;18 03 2019;8 04 2019;750;96;28800;11520
1097;15;180;8;103;94;28 09 2018;26 10 2018;6 11 2018;411;57;11713,5;7028,1
1098;64;104;12;105;80;26 01 2019;13 02 2019;25 02 2019;602;37;8909,6;5345,76
1099;52;46;19;103;68;10 02 2018;17 02 2018;17 02 2018;487;16;3896;2337,6
1100;41;261;14;105;30;18 09 2018;17 10 2018;6 11 2018;583;23;6704,5;4022,7
1101;40;70;8;104;26;6 04 2019;18 04 2019;6 05 2019;349;90;12564;5025,6
1102;24;9;15;102;72;5 09 2018;18 09 2018;18 09 2018;374;71;13277;7966,2
1103;44;187;4;105;104;7 03 2019;30 03 2019;11 04 2019;247;72;7113,6;3556,8
1104;80;207;2;102;42;26 07 2019;16 08 2019;7 09 2019;218;15;1635;654
1105;65;79;7;105;39;4 11 2019;12 11 2019;12 11 2019;61;99;3019,5;1811,7
1106;47;221;19;101;48;6 06 2018;5 07 2018;10 07 2018;641;81;20768,4;10384,2
1107;48;175;12;102;81;12 06 2018;23 06 2018;17 07 2018;831;51;16952,4;6780,96
1108;84;272;1;102;58;29 08 2018;28 09 2018;19 10 2018;869;60;26070;10428
1109;17;169;16;103;25;23 04 2018;24 04 2018;19 05 2018;907;57;25849,5;10339,8
1110;4;275;7;105;21;14 03 2019;4 04 2019;4 05 2019;883;81;35761,5;21456,9
1111;7;44;1;106;5;9 04 2019;27 04 2019;20 05 2019;304;39;5928;2964
1112;74;70;2;106;12;16 03 2019;15 04 2019;2 05 2019;965;115;55487,5;33292,5
1113;21;246;20;103;93;9 03 2018;12 03 2018;23 03 2018;749;103;38573,5;23144,1
1114;4;315;5;106;97;5 07 2018;2 08 2018;13 08 2018;883;91;40176,5;24105,9
1115;29;37;13;101;98;2 08 2019;4 08 2019;17 08 2019;534;105;22428;8971,2
1116;36;96;16;103;74;5 11 2019;23 11 2019;23 11 2019;720;54;19440;11664
1117;94;90;17;102;82;23 02 2019;12 03 2019;21 03 2019;309;89;11000,4;5500,2
1118;1;286;13;101;16;17 05 2019;29 05 2019;27 06 2019;44;96;2112;1267,2
1119;57;111;9;104;4;14 07 2018;8 08 2018;7 09 2018;463;81;15001,2;9000,72
1120;33;316;14;104;27;12 03 2018;11 04 2018;29 04 2018;759;53;20113,5;10056,75
1121;25;138;13;105;83;11 11 2018;4 12 2018;3 01 2019;689;58;15984,8;9590,88
1122;5;312;13;105;9;4 02 2019;20 02 2019;22 02 2019;581;89;25854,5;15512,7
1123;66;266;8;106;4;24 01 2018;15 02 2018;10 03 2018;177;42;2973,6;1784,16
1124;83;127;5;103;46;16 01 2018;23 01 2018;16 02 2018;570;19;5415;2707,5
1125;4;208;12;101;105;5 07 2019;28 07 2019;15 08 2019;603;27;6512,4;3907,44
1126;22;62;10;106;37;6 07 2018;4 08 2018;15 08 2018;43;24;412,8;247,68
1127;24;121;6;103;48;15 03 2018;4 04 2018;20 04 2018;155;114;8835;3534
1128;40;4;11;101;43;8 03 2019;13 03 2019;4 04 2019;944;115;43424;17369,6
1129;9;190;14;101;33;24 06 2019;16 07 2019;31 07 2019;161;66;5313;2656,5
1130;74;232;17;102;32;19 12 2019;17 01 2020;17 01 2020;643;84;21604,8;10802,4
1131;96;65;2;102;17;7 03 2018;18 03 2018;30 03 2018;748;7;2094,4;1047,2
1132;9;126;4;105;49;2 09 2018;3 09 2018;16 09 2018;579;48;11116,8;4446,72
1133;33;324;11;106;36;6 08 2018;23 08 2018;23 08 2018;501;54;13527;6763,5
1134;93;315;14;103;7;6 10 2018;15 10 2018;12 11 2018;482;18;4338;1735,2
1135;28;98;1;103;35;19 10 2019;24 10 2019;9 11 2019;518;40;8288;3315,2
1136;93;31;12;105;33;19 08 2018;2 09 2018;9 09 2018;574;105;24108;9643,2
1137;2;159;10;104;28;13 05 2018;21 05 2018;9 06 2018;588;107;25166,4;10066,56
1138;35;278;16;104;35;2 10 2018;29 10 2018;16 11 2018;846;13;5499;2749,5
1139;78;117;10;106;5;12 12 2018;18 12 2018;18 12 2018;66;76;2006,4;1203,84
1140;57;88;12;105;82;18 07 2018;13 08 2018;17 08 2018;568;23;6532;3919,2
1141;33;291;10;104;64;24 07 2019;27 07 2019;17 08 2019;479;23;4406,8;1762,72
1142;61;215;2;103;58;25 11 2019;11 12 2019;3 01 2020;286;8;1144;457,6
1143;13;169;19;106;73;12 09 2019;16 09 2019;17 09 2019;844;27;9115,2;5469,12
1144;6;77;3;103;38;2 08 2018;26 08 2018;14 09 2018;265;80;10600;6360
1145;15;31;14;105;56;15 09 2019;20 09 2019;27 09 2019;65;50;1300;780
1146;54;20;15;103;41;16 06 2019;10 07 2019;24 07 2019;569;40;9104;5462,4
1147;2;194;19;101;1;1 05 2018;1 05 2018;16 05 2018;901;1;360,4;144,16
1148;7;39;3;104;63;23 04 2018;9 05 2018;29 05 2018;335;16;2144;1286,4
1149;74;196;18;101;70;11 02 2019;9 03 2019;29 03 2019;298;41;6109;3054,5
1150;59;127;7;102;1;12 07 2019;25 07 2019;15 08 2019;257;14;1799;899,5
1151;47;144;19;102;39;15 03 2019;4 04 2019;14 04 2019;431;107;18446,8;7378,72
1152;13;250;19;105;57;20 11 2019;26 11 2019;22 12 2019;722;34;12274;4909,6
1153;1;221;10;105;92;20 06 2019;30 06 2019;18 07 2019;307;79;9701,2;3880,48
1154;88;247;20;104;61;15 09 2019;3 10 2019;12 10 2019;418;42;8778;5266,8
1155;24;124;6;105;71;6 01 2019;21 01 2019;7 02 2019;593;50;11860;4744
1156;64;106;18;104;23;7 12 2019;16 12 2019;2 01 2020;888;63;22377,6;13426,56
1157;8;197;17;101;8;22 10 2018;1 11 2018;25 11 2018;994;109;43338,4;17335,36
1158;39;168;18;101;69;19 12 2019;12 01 2020;4 02 2020;294;33;3880,8;1552,32
1159;81;317;1;102;84;11 11 2019;16 11 2019;15 12 2019;156;13;811,2;486,72
1160;16;268;13;106;95;11 08 2018;17 08 2018;16 09 2018;418;71;11871,2;7122,72
1161;21;28;15;101;7;10 11 2019;3 12 2019;1 01 2020;474;106;25122;15073,2
1162;38;278;14;101;98;4 07 2019;13 07 2019;18 07 2019;915;119;43554;17421,6
1163;17;150;9;105;41;3 01 2019;10 01 2019;9 02 2019;247;81;8002,8;4801,68
1164;70;327;15;105;99;31 05 2019;3 06 2019;1 07 2019;796;6;1910,4;955,2
1165;18;301;6;106;59;10 07 2018;3 08 2018;21 08 2018;558;52;14508;8704,8
1166;50;221;10;105;39;17 03 2018;11 04 2018;4 05 2018;620;16;3968;2380,8
1167;86;33;8;101;45;5 03 2019;24 03 2019;7 04 2019;910;6;2184;1310,4
1168;6;294;13;105;10;11 06 2019;22 06 2019;10 07 2019;255;5;510;255
1169;32;99;20;106;19;7 04 2018;7 04 2018;8 04 2018;491;12;2946;1767,6
1170;59;108;12;105;7;12 11 2019;12 11 2019;30 11 2019;224;107;11984;5992
1171;9;281;14;102;57;5 04 2018;8 04 2018;6 05 2018;790;56;17696;8848
1172;49;220;1;106;69;7 03 2019;21 03 2019;24 03 2019;705;9;2538;1015,2
1173;20;13;1;103;32;16 04 2019;14 05 2019;15 05 2019;933;24;8956,8;4478,4
1174;96;331;9;105;29;16 11 2018;5 12 2018;31 12 2018;829;53;17574,8;8787,4
1175;41;10;2;101;8;24 07 2018;6 08 2018;26 08 2018;88;89;3916;1958
1176;13;305;11;102;50;8 10 2019;22 10 2019;18 11 2019;379;56;10612;4244,8
1177;70;260;3;105;64;20 04 2019;20 04 2019;5 05 2019;101;66;3333;1666,5
1178;9;297;10;105;16;27 11 2019;4 12 2019;8 12 2019;591;100;23640;11820
1179;25;206;10;106;30;11 07 2019;21 07 2019;8 08 2019;699;91;31804,5;19082,7
1180;71;225;11;105;69;10 03 2018;4 04 2018;17 04 2018;765;12;4590;2295
1181;58;89;5;105;3;18 10 2019;11 11 2019;22 11 2019;569;107;30441,5;12176,6
1182;3;327;13;106;31;16 08 2019;9 09 2019;12 09 2019;327;50;6540;2616
1183;45;77;16;103;74;4 12 2019;6 12 2019;30 12 2019;603;37;8924,4;3569,76
1184;90;288;18;104;64;30 01 2018;6 02 2018;21 02 2018;507;24;4867,2;2433,6
1185;5;230;16;106;24;13 02 2018;17 02 2018;18 02 2018;481;23;4425,2;1770,08
1186;62;190;6;106;17;18 12 2018;19 12 2018;13 01 2019;767;47;18024,5;9012,25
1187;71;151;14;105;70;15 07 2018;13 08 2018;20 08 2018;162;119;9639;3855,6
1188;81;294;2;101;87;28 09 2018;15 10 2018;10 11 2018;55;40;1100;550
1189;19;319;9;104;23;6 06 2019;29 06 2019;12 07 2019;308;48;7392;2956,8
1190;43;331;19;101;26;29 01 2019;27 02 2019;11 03 2019;958;49;18776,8;11266,08
1191;42;292;7;105;18;5 12 2018;5 12 2018;23 12 2018;91;108;3931,2;2358,72
1192;67;275;3;105;84;15 02 2018;3 03 2018;8 03 2018;728;5;1456;582,4
1193;12;250;13;104;18;2 11 2018;8 11 2018;18 11 2018;584;61;17812;7124,8
1194;10;128;3;101;3;10 01 2018;24 01 2018;20 02 2018;304;75;9120;4560
1195;24;88;19;103;102;14 11 2019;11 12 2019;11 12 2019;950;75;35625;17812,5
1196;6;135;16;105;90;12 06 2018;12 06 2018;1 07 2018;403;82;13218,4;6609,2
1197;33;77;9;105;50;2 04 2018;6 04 2018;17 04 2018;302;88;13288;7972,8
1198;96;197;12;103;97;30 05 2019;16 06 2019;22 06 2019;196;80;6272;3136
1199;39;175;10;106;70;15 01 2019;20 01 2019;4 02 2019;533;86;18335,2;11001,12
1200;4;311;3;101;105;6 11 2018;6 11 2018;30 11 2018;851;82;34891;13956,4
1201;25;255;12;103;55;17 06 2018;14 07 2018;4 08 2018;155;78;6045;2418
1202;35;294;14;104;75;26 04 2018;22 05 2018;21 06 2018;403;3;604,5;302,25
1203;35;25;11;102;12;9 08 2018;31 08 2018;15 09 2018;646;110;35530;17765
1204;54;299;9;105;85;30 05 2018;2 06 2018;21 06 2018;389;39;7585,5;4551,3
1205;47;327;17;104;5;18 05 2019;16 06 2019;21 06 2019;50;27;540;270
1206;66;296;10;106;73;30 06 2019;14 07 2019;23 07 2019;965;77;29722;17833,2
1207;28;289;18;106;43;26 07 2019;5 08 2019;26 08 2019;429;75;16087,5;8043,75
1208;11;165;15;106;21;4 04 2018;23 04 2018;29 04 2018;356;95;16910;8455
1209;68;27;9;102;84;16 06 2018;14 07 2018;7 08 2018;514;69;17733;8866,5
1210;58;16;1;104;78;31 03 2019;30 04 2019;28 05 2019;61;113;3446,5;1723,25
1211;14;178;16;105;69;24 06 2019;14 07 2019;24 07 2019;438;86;15067,2;6026,88
1212;37;224;1;105;58;3 04 2019;26 04 2019;14 05 2019;804;47;15115,2;6046,08
1213;10;216;11;106;47;13 07 2018;1 08 2018;29 08 2018;957;26;9952,8;3981,12
1214;30;1;11;105;47;27 08 2019;9 09 2019;28 09 2019;671;13;3489,2;2093,52
1215;16;286;3;101;82;8 10 2018;11 10 2018;17 10 2018;379;29;5495,5;2198,2
1216;51;329;4;103;3;13 02 2019;16 02 2019;9 03 2019;814;53;17256,8;8628,4
1217;96;278;15;104;87;27 07 2018;3 08 2018;19 08 2018;565;49;13842,5;5537
1218;40;208;5;102;80;8 05 2018;7 06 2018;10 06 2018;934;19;7098,4;3549,2
1219;44;1;5;105;91;25 10 2018;28 10 2018;20 11 2018;694;2;694;416,4
1220;13;278;12;106;76;17 11 2019;17 12 2019;10 01 2020;453;110;24915;9966
1221;31;72;9;104;61;6 02 2018;25 02 2018;7 03 2018;275;103;11330;6798
1222;8;11;6;103;39;22 10 2019;18 11 2019;7 12 2019;923;111;51226,5;20490,6
1223;55;195;17;106;64;1 04 2018;1 04 2018;28 04 2018;560;117;32760;16380
1224;66;186;8;103;75;15 10 2019;27 10 2019;16 11 2019;420;98;20580;10290
1225;67;18;16;102;23;30 07 2018;29 08 2018;18 09 2018;296;76;8998,4;5399,04
