ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2351,2,21/04/2016 16:57,21/04/2016 22:57,38.67344,-121.63376,38.67348,-121.63995,0.334,At Road 22/Old River Rd - Accident.,,I-5 N,R,West Sacramento,Yolo,CA,95691,US,US/Pacific,KSAC,21/04/2016 16:53,73,,49,29.84,10,SW,12.7,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2352,2,21/04/2016 17:01,21/04/2016 23:01,38.223919,-122.25807,38.2225,-122.25795,0.098,At CA-12/Jameson Canyon Rd - Accident.,,Napa Vallejo Hwy,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,21/04/2016 16:54,64.9,,68,29.85,10,SW,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2353,2,21/04/2016 17:08,21/04/2016 23:08,38.24047,-122.09086,38.24407,-122.08268,0.509,At Abernathy Rd - Accident.,,I-80 E,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,21/04/2016 16:54,64.9,,68,29.85,10,SW,17.3,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2354,2,21/04/2016 17:17,21/04/2016 23:17,38.56879,-121.33085,38.56333,-121.34229,0.724,At Bradshaw Rd - Accident.,,El Dorado Fwy W,R,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,21/04/2016 16:55,73.4,,53,29.84,10,SW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2355,2,21/04/2016 17:19,21/04/2016 23:19,39.33886,-121.11766,39.27943,-121.09904,4.225,At Sun Shadow Cir - Accident.,26243, State Highway 49,L,Nevada City,Nevada,CA,95959-9308,US,US/Pacific,KGOO,21/04/2016 17:20,62.6,,52,29.91,10,SSW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2356,2,21/04/2016 17:26,21/04/2016 23:26,37.79378,-122.20524,37.79199,-122.20329,0.163,At 35th Ave - Accident.,,I-580 E,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,21/04/2016 17:53,66.9,,63,29.87,10,WSW,19.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2357,2,21/04/2016 17:33,21/04/2016 23:33,38.32442,-121.32699,38.32235,-121.32607,0.151,At Arno Rd - Accident.,,CA-99 S,R,Galt,Sacramento,CA,95632,US,US/Pacific,KSAC,21/04/2016 17:53,70,,55,29.85,10,SW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2358,2,21/04/2016 18:12,22/04/2016 00:12,37.37207,-122.20863,37.40238,-122.24506,2.896,At Sand Hill Rd - Accident.,85, Portola Rd,L,Portola Valley,San Mateo,CA,94028-7853,US,US/Pacific,KSQL,21/04/2016 17:47,64.4,,68,29.89,10,SW,6.9,,Mostly Cloudy,True,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2359,2,21/04/2016 18:10,22/04/2016 00:10,37.31649,-121.9673,37.31813,-121.97838,0.619,At Saratoga Ave - Accident.,,Junipero Serra Fwy N,R,San Jose,Santa Clara,CA,95117,US,US/Pacific,KSJC,21/04/2016 17:53,69.1,,54,29.87,10,SSW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2360,2,21/04/2016 18:42,22/04/2016 00:42,37.48768,-122.20653,37.49089,-122.21782,0.657,At CA-84/Woodside Rd/Exit 408 - Accident.,,CA-84 W,R,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,21/04/2016 18:47,64.4,,68,29.89,10,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2361,2,21/04/2016 18:37,22/04/2016 00:37,37.36061,-121.90502,37.35618,-121.90945,0.391,At 1st St - Accident.,,I-880 S,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,21/04/2016 18:53,68,,56,29.88,10,SSW,11.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2362,2,21/04/2016 19:13,22/04/2016 01:13,37.467596,-122.209476,37.467598,-122.209479,0,At Redwood Ave - Accident.,3133, El Camino Real,L,Redwood City,San Mateo,CA,94061-4005,US,US/Pacific,KSQL,21/04/2016 18:47,64.4,,68,29.89,10,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2363,2,21/04/2016 19:36,22/04/2016 01:36,37.76197,-122.40578,37.76287,-122.40524,0.069,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,21/04/2016 19:53,64,,67,29.87,10,SW,12.7,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2364,2,21/04/2016 20:00,22/04/2016 02:00,37.45227,-122.12716,37.44746,-122.1217,0.447,At Embarcadero Rd/Exit 402 - Accident.,,Bayshore Fwy S,R,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,21/04/2016 19:47,62.6,,72,29.89,10,WSW,11.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2365,2,21/04/2016 20:10,22/04/2016 02:10,37.4625,-122.14454,37.45795,-122.1368,0.528,At CA-109/University Ave/Exit 403 - Accident.,,Bayshore Fwy S,R,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,21/04/2016 19:47,62.6,,72,29.89,10,WSW,11.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2366,4,21/04/2016 20:18,22/04/2016 02:18,38.30204,-121.94928,38.31698,-121.94305,1.086,Closed between Canon Rd and Leisure Town Rd - Road closed due to accident.,5231, Vanden Rd,L,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,21/04/2016 19:53,63,,67,29.86,10,SW,9.2,,Clear,False,False,True,False,False,False,True,False,False,True,False,False,False,Night,Night,Day,Day
A-2367,2,21/04/2016 20:20,22/04/2016 02:20,35.2703,-119.22824,35.2651,-119.22267,0.477,At CA-119/Taft Hwy - Accident.,,West Side Fwy,R,Bakersfield,Kern,CA,93311,US,US/Pacific,KBFL,21/04/2016 19:54,78.1,,29,29.79,10,West,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2368,4,21/04/2016 20:18,22/04/2016 02:18,38.31698,-121.94305,38.30204,-121.94928,1.086,Closed between Leisure Town Rd and Canon Rd - Road closed due to accident.,5501, Vanden Rd,L,Vacaville,Solano,CA,95687-9732,US,US/Pacific,KVCB,21/04/2016 19:53,63,,67,29.86,10,SW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2369,2,21/04/2016 20:51,22/04/2016 02:51,37.32709,-121.88048,37.32824,-121.87175,0.486,At 7th St/10th St/Virginia St - Accident.,,I-280 S,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,21/04/2016 20:53,63,,65,29.87,10,South,15,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2370,2,22/04/2016 05:59,22/04/2016 11:59,37.91953,-122.33178,37.9216,-122.3384,0.388,At Erlandson St/Regatta Blvd - Accident.,,I-580 W,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,22/04/2016 05:53,60.1,,72,29.76,10,SSW,12.7,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2371,2,22/04/2016 06:14,22/04/2016 12:14,38.01267,-122.27148,38.01827,-122.26628,0.479,At CA-4 - Accident.,,I-80 E,R,Hercules,Contra Costa,CA,94547,US,US/Pacific,KCCR,22/04/2016 06:22,57,,87,29.82,2.5,SW,12.7,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2372,2,22/04/2016 06:13,22/04/2016 12:13,37.786,-122.24471,37.78754,-122.24807,0.212,At 16th Ave/Embarcadero - Accident.,,I-880 N,R,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,22/04/2016 06:16,60.1,,80,29.82,5,South,20.7,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2373,2,22/04/2016 06:18,22/04/2016 12:18,37.6485,-122.09197,37.64731,-122.09532,0.201,Ramp to CA-92/Jackson St - Accident.,,W Jackson St,R,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,22/04/2016 06:41,60.1,,75,29.82,10,South,12.7,0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2374,2,22/04/2016 06:32,22/04/2016 12:32,37.64271,-121.88707,37.63845,-121.88435,0.33,At Sunol Blvd - Accident.,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,22/04/2016 06:53,57,,83,29.82,4,South,13.8,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2375,3,22/04/2016 06:27,22/04/2016 12:27,37.57598,-121.88112,37.57288,-121.88802,0.434,At Andrade Rd/Mission Rd - Accident.,,I-680 S,R,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,22/04/2016 06:53,57,,83,29.82,4,South,13.8,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2376,2,22/04/2016 07:07,22/04/2016 13:07,37.77685,-122.23625,37.78045,-122.23831,0.273,At 23rd Ave - Accident.,,I-880 N,R,Oakland,Alameda,CA,94601,US,US/Pacific,KOAK,22/04/2016 07:06,61,,78,29.82,10,SW,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2377,2,22/04/2016 07:31,22/04/2016 13:31,37.46549,-122.29091,37.47215,-122.29549,0.524,At Edgewood Rd - Accident.,,Junipero Serra Fwy N,R,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,22/04/2016 07:47,59,,82,29.84,10,SSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2378,2,22/04/2016 07:41,22/04/2016 13:41,38.48578,-121.24224,38.4851,-121.24223,0.047,At CR-E2/Grant Line Rd - Accident.,7469, Sunrise Blvd,L,Elk Grove,Sacramento,CA,95624,US,US/Pacific,KSAC,22/04/2016 07:48,57.2,,88,29.82,2.5,South,9.2,0.07,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2379,2,22/04/2016 07:43,22/04/2016 13:43,38.2236,-122.61182,38.21763,-122.60414,0.586,At Petaluma - Accident.,,Redwood Hwy S,R,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,22/04/2016 07:35,57.2,,88,29.83,5,SW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2380,2,22/04/2016 07:58,22/04/2016 13:58,37.33312,-121.93802,37.33569,-121.93466,0.256,At Bascom Ave - Accident.,,I-880 N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,22/04/2016 07:53,57.9,,90,29.85,8,ESE,9.2,0.17,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2381,2,22/04/2016 08:08,22/04/2016 14:08,37.25046,-121.91199,37.25047,-121.90659,0.297,At Branham Ln/Camden Ave - Accident.,,CA-85 S,R,San Jose,Santa Clara,CA,95124,US,US/Pacific,KSJC,22/04/2016 07:53,57.9,,90,29.85,8,ESE,9.2,0.17,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2382,2,22/04/2016 08:10,22/04/2016 14:10,37.75629,-122.14892,37.75134,-122.15193,0.379,At 98th Ave/Golf Links Rd - Accident.,,I-580 E,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,22/04/2016 07:53,61,,78,29.83,10,SW,18.4,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2383,2,22/04/2016 08:08,22/04/2016 14:08,36.736956,-119.647378,36.736819,-119.64332,0.225,At Sanger - Accident. Right lane blocked.,,CA-180 E,R,Fresno,Fresno,CA,93737,US,US/Pacific,KFAT,22/04/2016 07:53,61,,70,29.91,10,SE,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2384,2,22/04/2016 08:04,22/04/2016 14:04,38.08264,-122.23325,38.08527,-122.23281,0.183,At Magazine St - Accident.,,I-80 E,R,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,22/04/2016 07:54,57.9,,87,29.79,10,WSW,13.8,0.03,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2385,3,22/04/2016 08:29,22/04/2016 14:29,37.94044,-122.32461,37.93754,-122.32611,0.216,At San Pablo Ave - Accident.,,I-80 W,R,Richmond,Contra Costa,CA,94805,US,US/Pacific,KCCR,22/04/2016 08:53,60.1,,75,29.79,10,SSW,8.1,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2386,3,22/04/2016 08:26,22/04/2016 14:26,37.97069,-122.32042,37.9611,-122.33017,0.849,At El Portal Dr - Accident.,,I-80 W,R,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,22/04/2016 08:53,60.1,,75,29.79,10,SSW,8.1,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2387,2,22/04/2016 09:01,22/04/2016 15:01,37.82761,-121.99749,37.83161,-122.00368,0.436,At El Cerro Blvd - Accident.,,I-680 N,R,Danville,Contra Costa,CA,94526,US,US/Pacific,KCCR,22/04/2016 09:00,60.1,,72,29.82,10,SSW,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2388,2,22/04/2016 09:00,22/04/2016 15:00,37.33388,-122.04951,37.33315,-122.06204,0.69,At CA-85 - Accident.,,Junipero Serra Fwy N,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,22/04/2016 08:56,60.1,,83,29.87,10,SE,8.1,0.01,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2389,2,22/04/2016 09:01,22/04/2016 15:01,37.33453,-122.02868,37.33448,-122.03655,0.432,At De Anza Blvd - Accident.,,Junipero Serra Fwy N,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,22/04/2016 08:56,60.1,,83,29.87,10,SE,8.1,0.01,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2390,2,22/04/2016 09:08,22/04/2016 15:08,37.14435,-121.98468,37.14623,-121.98619,0.154,At Summit Rd - Accident.,,Santa Cruz Hwy,R,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,22/04/2016 09:11,57,,89,29.86,7,SE,9.2,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2391,2,22/04/2016 09:43,22/04/2016 15:43,37.49931,-122.12824,37.5341,-122.07822,3.646,Between CA-109/University Ave and Dumbarton Brg (Fremont) - Accident. Left lane blocked.,,Dumbarton Bridge,R,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,22/04/2016 09:47,57.2,,88,29.86,5,SSW,11.5,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2392,2,22/04/2016 09:49,22/04/2016 15:49,37.42528,-122.09804,37.4312,-122.10432,0.535,At San Antonio Rd/Exit 400B/Exit 400C - Accident. Left lane blocked.,,US-101 N,R,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,22/04/2016 09:47,57.2,,88,29.86,5,SSW,11.5,,Rain,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2393,2,22/04/2016 09:52,22/04/2016 15:52,37.82925,-122.21351,37.83386,-122.21761,0.389,At Moraga Ave/Thornhill Dr - Accident. Right lane blocked.,,Warren Fwy N,R,Oakland,Alameda,CA,94611,US,US/Pacific,KOAK,22/04/2016 09:53,62.1,,65,29.84,10,WSW,19.6,,Mostly Cloudy,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2394,2,22/04/2016 10:19,22/04/2016 16:19,37.33388,-122.04951,37.33315,-122.06204,0.69,At CA-85 - Accident.,,Junipero Serra Fwy N,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,22/04/2016 10:24,57.9,,84,29.89,3,South,6.9,0.16,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2395,2,22/04/2016 10:27,22/04/2016 16:33,37.42528,-122.09804,37.4312,-122.10432,0.535,At San Antonio Rd/Exit 400B/Exit 400C - Accident.,,US-101 N,R,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,22/04/2016 10:47,57.2,,88,29.88,4,South,10.4,,Rain,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2396,2,22/04/2016 10:08,22/04/2016 16:27,37.42528,-122.09804,37.4312,-122.10432,0.535,At San Antonio Rd/Exit 400B/Exit 400C - Accident. Left lane blocked.,,US-101 N,R,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,22/04/2016 09:47,57.2,,88,29.86,5,SSW,11.5,,Rain,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2397,2,22/04/2016 10:27,22/04/2016 16:27,37.73158,-122.43652,37.73155,-122.44887,0.675,At Monterey Blvd/San Jose Ave - Accident.,,Monterey Blvd,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,22/04/2016 10:56,57,,93,29.87,10,SSW,18.4,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2398,2,22/04/2016 11:12,22/04/2016 17:12,37.32185,-121.89112,37.30996,-121.88346,0.923,At Alma Ave/Lelong St/Exit 4 - Accident. Left lane blocked.,,Guadalupe Pkwy S,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,22/04/2016 11:18,55.9,,87,29.9,2.5,West,13.8,0.1,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2399,3,22/04/2016 11:09,22/04/2016 17:09,37.35478,-122.11216,37.35289,-122.10744,0.29,At Magdalena Ave - Accident.,,I-280 S,R,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,22/04/2016 11:06,55.9,,87,29.91,1.5,West,8.1,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2400,2,22/04/2016 11:18,22/04/2016 17:18,37.31649,-121.9673,37.31813,-121.97838,0.619,At Saratoga Ave - Accident. Right lane blocked.,,Junipero Serra Fwy N,R,San Jose,Santa Clara,CA,95117,US,US/Pacific,KSJC,22/04/2016 11:18,55.9,,87,29.9,2.5,West,13.8,0.1,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2401,2,22/04/2016 11:49,22/04/2016 17:49,37.32185,-121.89112,37.30996,-121.88346,0.923,At Alma Ave/Lelong St/Exit 4 - Accident. Left lane blocked.,,Guadalupe Pkwy S,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,22/04/2016 11:53,59,,78,29.91,8,SSW,9.2,0.17,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2402,3,22/04/2016 11:43,22/04/2016 17:43,37.35739,-122.1172,37.3643,-122.12374,0.597,At El Monte Rd - Accident.,,Junipero Serra Fwy N,R,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,22/04/2016 11:56,59,,72,29.92,10,WSW,10.4,0.06,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2403,2,22/04/2016 11:49,22/04/2016 17:49,37.78086,-121.97721,37.77249,-121.97301,0.622,At Crow Canyon Rd - Accident. Right lane blocked.,,I-680 S,R,San Ramon,Contra Costa,CA,94583,US,US/Pacific,KLVK,22/04/2016 11:53,57.9,,81,29.88,10,West,6.9,0.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2404,2,22/04/2016 11:51,22/04/2016 17:51,37.62988,-122.11632,37.62839,-122.12081,0.266,At Clawiter Rd/Eden Landing Rd - Accident. Left lane blocked.,,W Jackson St,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,22/04/2016 11:54,59,,64,29.91,10,SSW,15,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2405,2,22/04/2016 12:34,22/04/2016 18:34,37.31641,-121.95618,37.3167,-121.95004,0.338,At Winchester Blvd - Accident. Right lane blocked.,,I-280 S,R,San Jose,Santa Clara,CA,95117,US,US/Pacific,KSJC,22/04/2016 12:53,60.1,,64,29.91,10,SSW,13.8,0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2406,2,22/04/2016 12:30,22/04/2016 18:30,37.32712,-121.8948,37.3232,-121.89692,0.295,Ramp to Alma Ave/Lelong St/Exit 4 - Accident.,,Guadalupe Pkwy S,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,22/04/2016 12:53,60.1,,64,29.91,10,SSW,13.8,0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2407,2,22/04/2016 12:23,22/04/2016 18:23,37.55443,-122.04822,37.55018,-122.05467,0.459,At Newark Blvd/Ardenwood Blvd - Accident. Left lane blocked.,,CA-84 W,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,22/04/2016 11:54,59,,64,29.91,10,SSW,15,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2408,2,22/04/2016 12:44,22/04/2016 18:44,38.7694,-121.24936,38.77309,-121.24343,0.409,At CA-65 - Accident. Right lane blocked.,,I-80 E,R,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,22/04/2016 12:50,59,,67,29.86,10,SW,15,,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2409,2,22/04/2016 12:54,22/04/2016 18:54,38.84685,-120.02881,38.82599,-120.02946,1.442,At Meyers Rd - Accident.,806, US Highway 50,R,South Lake Tahoe,El Dorado,CA,96150,US,US/Pacific,KTVL,22/04/2016 12:53,33.1,27.7,92,29.77,0.5,South,5.8,0.22,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2410,2,22/04/2016 12:52,22/04/2016 18:52,38.47415,-121.42257,38.47792,-121.42656,0.338,At Mack Rd/Bruceville Rd - Accident.,,Mack Rd,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,22/04/2016 12:53,59,,72,29.86,10,SW,11.5,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2411,2,22/04/2016 12:53,22/04/2016 18:53,38.7764,-119.9189,38.85103,-120.02231,7.588,At Kyburz Ave - Accident.,,Luther Pass Rd,R,Markleeville,Alpine,CA,96120,US,US/Pacific,KTVL,22/04/2016 12:53,33.1,27.7,92,29.77,0.5,South,5.8,0.22,Snow,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2412,2,22/04/2016 12:48,22/04/2016 18:48,37.92823,-122.38365,37.92707,-122.37333,0.568,At Canal Blvd - Accident.,,I-580 E,R,Richmond,Contra Costa,CA,94801,US,US/Pacific,KCCR,22/04/2016 12:53,57,,81,29.85,4,SW,11.5,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2413,2,22/04/2016 12:46,22/04/2016 18:46,36.96736,-121.38685,36.97424,-121.3817,0.554,At Dinosaur Point Rd - Accident.,,Pacheco Pass Hwy,R,Hollister,Santa Clara,CA,95023,US,US/Pacific,KCVH,22/04/2016 12:50,62.6,,82,29.92,10,WSW,27.6,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2414,2,22/04/2016 12:50,22/04/2016 18:50,37.503566,-121.932038,37.504026,-121.932527,0.042,At Durham Rd - Accident. Left lane blocked.,,I-680 N,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,22/04/2016 12:56,60.1,,67,29.92,10,SSW,8.1,0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2415,2,22/04/2016 12:59,22/04/2016 18:59,37.84656,-122.29939,37.84457,-122.29801,0.157,Ramp to CA-13/Ashby Ave/Bay St - Accident.,5978, Frontage Rd,L,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,22/04/2016 12:53,63,,63,29.88,10,SW,23,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2416,2,22/04/2016 13:02,22/04/2016 19:02,37.92036,-122.06244,37.91358,-122.06698,0.53,At N Main St - Accident. Left lane blocked.,,I-680 S,R,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,22/04/2016 12:53,57,,81,29.85,4,SW,11.5,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2417,2,22/04/2016 12:58,22/04/2016 18:58,37.846551,-122.486851,37.846139,-122.486686,0.03,At Waldo Tunnel - Accident. Left lane blocked.,,US-101 S,R,Sausalito,Marin,CA,94965,US,US/Pacific,KSFO,22/04/2016 12:56,57.9,,93,29.9,8,SW,18.4,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2418,2,22/04/2016 13:17,22/04/2016 19:17,37.82282,-122.2613,37.82596,-122.27511,0.784,At I-980/CA-24 - Accident.,,I-580 W,R,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,22/04/2016 13:15,64,,60,29.89,10,WSW,24.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2419,2,22/04/2016 13:17,22/04/2016 19:17,37.364755,-121.965792,37.36422,-121.9662,0.043,At Monroe St - Accident.,2391, San Tomas Expy,L,Santa Clara,Santa Clara,CA,95050,US,US/Pacific,KSJC,22/04/2016 12:53,60.1,,64,29.91,10,SSW,13.8,0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
